Player,G,PP,POS,SCR,AST,GLS,BLK,+/-,Cmp,Cmp%,Y,TY,RY,OEFF,HA,T,S,D,C,Hck,Hck%,Pul,OPP,DPP,MP,Team,Year,team_avg_min,SCR_adj,BLK_adj,+/-_adj,Y_adj,HA_adj,Cmp_adj,AST_adj,GLS_adj,T_adj,TY_adj,RY_adj,SCR_Z,BLK_Z,PM_Z,Y/CMP_Z,HA_Z,CMP_Z,AST_Z,GLS_Z,T_Z,RY_Z,TY_Z,OEFF_Z,Offensive_Value,Score
Justin Perticone,8,188,256,20,10,10,5,10,187,93.5,2380,918,1462,39.06,19,11,0,4,0,2,40.00,0,180,8,209,mechanix,2025,144.0,0.5,0.11,0.4,44.29,0.26,3.25,0.25,0.25,0.2,20.32,23.99,-0.13,-0.11,-0.62,0.35,1.07,0.44,-0.08,-0.13,0.47,0.62,0.04,-1.17,-0.07,-0.084
Malachi Neil,6,101,131,11,6,5,2,8,54,91.53,921,342,579,35.88,4,5,0,0,0,0,0.00,1,85,16,116,mechanix,2025,144.0,0.89,0.2,0.76,74.27,0.4,5.25,0.45,0.44,0.33,34.76,39.55,-0.64,-0.81,-0.76,-0.58,-0.66,-0.63,-0.45,-0.66,-0.35,-0.47,-0.54,-1.51,-0.32,-0.287
Gregory Moreno,9,170,110,10,7,3,10,6,85,86.73,845,350,495,29.09,4,13,0,1,0,1,33.33,0,37,133,176,mechanix,2025,144.0,1.04,0.3,0.88,87.17,0.47,6.48,0.54,0.5,0.46,41.17,46.04,-0.69,1.06,-0.9,-0.63,-0.66,-0.38,-0.36,-0.87,0.74,-0.57,-0.53,-2.23,-1.1,-1.216
Terry Gaither,8,124,86,6,1,5,2,6,14,93.33,231,12,219,27.91,0,1,0,1,0,0,--,0,39,85,134,mechanix,2025,144.0,1.27,0.3,1.11,103.42,0.55,7.41,0.62,0.66,0.45,48.32,55.15,-0.92,-0.81,-0.9,-1.02,-1.12,-0.95,-0.9,-0.66,-0.9,-0.91,-0.87,-2.35,-0.32,-0.309
Richard Ware,9,102,56,3,0,3,3,5,9,90.0,175,-16,191,25.0,2,0,0,1,0,0,--,0,9,93,98,mechanix,2025,144.0,1.85,0.46,1.64,153.36,0.85,10.97,0.9,0.95,0.66,71.62,81.82,-1.09,-0.57,-0.98,-1.06,-0.89,-0.99,-0.99,-0.87,-1.03,-0.94,-0.9,-2.66,-0.22,-0.181
Chris Walsh,2,40,53,6,5,1,2,4,63,92.65,832,538,294,41.51,1,4,0,0,0,2,100.00,0,40,0,42,mechanix,2025,144.0,2.0,0.47,1.71,172.62,0.88,12.47,1.03,0.97,0.76,84.88,87.83,-0.92,-0.81,-1.05,-0.64,-1.0,-0.55,-0.54,-1.08,-0.49,-0.82,-0.34,-0.91,-0.42,-0.227
Collin Hill,8,176,243,15,9,6,6,3,218,91.21,2299,1414,885,39.51,10,16,0,2,0,4,50.00,0,176,0,189,mechanix,2025,144.0,0.5,0.12,0.4,46.29,0.24,3.54,0.26,0.25,0.23,23.38,22.92,-0.41,0.13,-1.12,0.29,0.04,0.69,-0.17,-0.55,1.15,-0.09,0.54,-1.13,-0.89,-1.02
David Zoldan,3,44,35,4,1,3,1,3,11,84.62,277,68,209,45.71,2,2,0,0,0,0,--,0,11,33,51,mechanix,2025,144.0,2.85,0.65,2.45,236.42,1.3,16.77,1.4,1.45,1.05,111.32,125.22,-1.03,-1.04,-1.12,-0.99,-0.89,-0.97,-0.9,-0.87,-0.76,-0.92,-0.81,-0.47,-0.32,-0.19
Erik Olsen,6,68,41,0,0,0,3,2,8,88.89,63,23,40,24.39,0,1,0,0,0,0,--,0,14,54,68,mechanix,2025,144.0,2.39,0.61,2.11,200.93,1.09,14.52,1.2,1.2,0.89,95.83,105.22,-1.26,-0.57,-1.19,-1.13,-1.12,-0.99,-0.99,-1.18,-0.9,-1.13,-0.86,-2.72,-0.44,-0.302
Justin Wollin,4,81,92,7,2,5,1,1,88,93.62,1040,706,334,41.3,7,4,0,3,0,1,50.00,0,81,0,73,mechanix,2025,144.0,1.21,0.27,0.99,105.36,0.59,7.71,0.59,0.62,0.45,52.48,52.93,-0.86,-1.04,-1.26,-0.51,-0.31,-0.35,-0.81,-0.66,-0.49,-0.77,-0.17,-0.94,-0.15,-0.107
Mitchell Savage,7,105,54,1,0,1,1,1,21,95.45,258,88,170,27.78,3,0,0,1,0,0,--,0,14,91,106,mechanix,2025,144.0,1.88,0.44,1.63,159.97,0.9,11.54,0.93,0.95,0.68,75.81,84.24,-1.2,-1.04,-1.26,-1.01,-0.77,-0.89,-0.99,-1.08,-1.03,-0.97,-0.79,-2.36,-0.2,-0.172
Anthony Grigoletti,4,26,13,0,0,0,0,0,2,100.0,57,26,31,23.08,0,0,0,0,0,0,--,0,0,26,30,mechanix,2025,144.0,6.11,1.39,5.28,513.17,2.78,36.78,3.06,3.06,2.22,245.06,268.39,-1.26,-1.27,-1.33,-1.13,-1.12,-1.04,-0.99,-1.18,-1.03,-1.14,-0.86,-2.86,-0.34,-0.155
Jordan Salazar,11,224,213,31,10,21,4,30,117,96.69,2554,522,2032,51.17,10,3,0,2,0,1,100.00,0,151,73,235,havoc,2025,152.0,0.65,0.13,0.57,53.83,0.28,3.56,0.3,0.35,0.2,22.51,31.34,0.5,-0.34,0.8,0.46,0.04,-0.12,-0.08,1.02,-0.62,1.32,-0.36,0.1,0.48,0.597
Mark Turner,9,142,170,38,21,17,3,29,142,91.61,2399,1273,1126,54.12,9,11,0,1,0,7,77.78,0,139,3,150,havoc,2025,152.0,0.85,0.16,0.71,66.17,0.34,4.58,0.43,0.41,0.29,32.33,33.86,0.89,-0.57,0.73,0.36,-0.08,0.08,0.91,0.6,0.47,0.2,0.4,0.42,0.22,0.219
Kyle Kolafa,6,96,85,20,4,16,5,23,34,91.89,970,171,799,57.65,4,1,0,1,0,1,100.00,1,58,38,102,havoc,2025,152.0,1.44,0.33,1.31,112.78,0.6,7.71,0.66,0.79,0.46,50.62,62.21,-0.13,-0.11,0.3,-0.55,-0.66,-0.79,-0.63,0.5,-0.9,-0.2,-0.71,0.79,0.2,0.164
Jimmy Zuraw,11,249,268,38,26,12,7,21,337,93.87,4102,2541,1561,52.24,25,19,1,5,0,11,78.57,20,201,48,263,havoc,2025,152.0,0.54,0.12,0.42,48.65,0.27,3.65,0.3,0.25,0.22,25.37,23.3,0.89,0.36,0.16,1.44,1.77,1.64,1.36,0.08,1.56,0.74,1.67,0.22,0.27,0.355
Ben Lewis,6,140,152,23,7,16,4,20,102,93.58,2191,736,1455,50.66,10,4,0,3,0,4,80.00,0,104,36,150,havoc,2025,152.0,0.85,0.18,0.73,72.43,0.38,4.85,0.39,0.45,0.28,32.62,39.84,0.04,-0.34,0.09,0.23,0.04,-0.24,-0.36,0.5,-0.49,0.61,-0.14,0.05,0.34,0.338
Mark Baldauf,11,163,166,27,20,7,4,19,206,93.64,2387,1370,1017,45.78,8,12,0,0,0,6,75.00,1,130,33,167,havoc,2025,152.0,0.8,0.17,0.67,67.64,0.34,5.06,0.44,0.36,0.3,33.65,34.02,0.27,-0.34,0.02,0.35,-0.19,0.59,0.82,-0.45,0.6,0.07,0.5,-0.46,-0.29,-0.304
Caiden Burt,12,193,127,16,4,12,6,17,40,88.89,981,201,780,37.01,3,4,0,1,0,2,66.67,0,52,141,210,havoc,2025,152.0,0.95,0.23,0.85,76.98,0.4,5.3,0.45,0.51,0.33,34.74,42.27,-0.35,0.13,-0.12,-0.54,-0.77,-0.74,-0.63,0.08,-0.49,-0.22,-0.68,-1.39,-0.19,-0.223
Zachary Cotter,12,189,127,18,7,11,10,17,77,88.51,1717,562,1155,38.58,5,8,0,3,0,5,62.50,52,51,138,198,havoc,2025,152.0,0.97,0.27,0.85,82.55,0.42,5.58,0.47,0.5,0.36,37.48,45.11,-0.24,1.06,-0.12,-0.08,-0.54,-0.44,-0.36,-0.03,0.06,0.24,-0.32,-1.22,-0.34,-0.388
Brendan Adams,11,195,209,24,10,14,2,14,196,93.78,2675,1532,1143,50.24,14,12,0,0,0,7,63.64,1,166,29,209,havoc,2025,152.0,0.63,0.13,0.51,55.4,0.3,4.0,0.3,0.32,0.24,27.65,27.77,0.1,-0.81,-0.34,0.53,0.5,0.51,-0.08,0.29,0.6,0.22,0.66,0.01,-0.05,-0.059
Xavier Fuzat,3,72,76,14,6,8,3,14,66,95.65,928,254,674,50.0,6,2,0,1,0,1,50.00,0,55,17,82,havoc,2025,152.0,1.53,0.35,1.35,124.79,0.69,8.96,0.75,0.78,0.52,57.27,67.58,-0.47,-0.57,-0.34,-0.58,-0.43,-0.53,-0.45,-0.34,-0.76,-0.35,-0.63,-0.02,0.02,0.015
Brian Gfroerer,10,179,213,23,9,14,0,13,158,96.34,2406,631,1775,53.05,13,5,0,5,0,0,0.00,0,174,5,184,havoc,2025,152.0,0.61,0.11,0.5,53.15,0.29,3.75,0.29,0.32,0.21,23.01,30.16,0.04,-1.27,-0.41,0.36,0.38,0.21,-0.17,0.29,-0.35,1.0,-0.25,0.3,0.19,0.209
Max Grove,10,187,143,14,11,3,6,13,93,93.0,1373,524,849,35.66,9,6,0,1,0,6,85.71,2,69,118,213,havoc,2025,152.0,0.84,0.21,0.73,71.3,0.4,5.09,0.45,0.39,0.31,33.17,38.17,-0.47,0.13,-0.41,-0.3,-0.08,-0.31,0.01,-0.87,-0.21,-0.14,-0.35,-1.53,-0.12,-0.142
Bryan Downey,9,91,84,11,6,5,1,9,67,95.71,1158,774,384,46.43,9,3,0,0,0,7,100.00,0,42,49,92,havoc,2025,152.0,1.36,0.29,1.17,116.16,0.66,8.17,0.69,0.67,0.48,57.97,58.25,-0.64,-1.04,-0.69,-0.43,-0.08,-0.52,-0.45,-0.66,-0.62,-0.71,-0.1,-0.4,0.23,0.179
Dalton Smith,4,79,91,14,9,5,1,9,153,95.63,1240,1041,199,58.24,9,6,0,0,0,2,66.67,0,67,12,85,havoc,2025,152.0,1.29,0.27,1.08,108.54,0.61,8.47,0.67,0.62,0.48,56.52,52.07,-0.47,-1.04,-0.69,-0.38,-0.08,0.17,-0.17,-0.66,-0.21,-0.93,0.17,0.85,-0.08,-0.06
Steven Kelly,12,177,127,13,3,10,5,9,51,85.0,796,110,686,37.01,3,7,0,2,0,0,0.00,2,65,112,182,havoc,2025,152.0,0.93,0.23,0.79,75.58,0.4,5.39,0.44,0.49,0.36,34.05,41.56,-0.52,-0.11,-0.69,-0.66,-0.77,-0.65,-0.72,-0.13,-0.08,-0.34,-0.77,-1.39,-0.59,-0.646
Chase Cunningham,7,166,174,28,20,8,4,8,219,89.02,3003,1940,1063,52.87,14,22,0,2,0,5,38.46,22,128,38,166,havoc,2025,152.0,0.77,0.16,0.58,68.06,0.36,4.91,0.42,0.35,0.35,35.34,32.75,0.33,-0.34,-0.76,0.74,0.5,0.7,0.82,-0.34,1.96,0.13,1.07,0.28,-0.64,-0.669
Cam Albin,5,73,65,9,5,4,1,7,56,96.55,780,228,552,53.85,6,2,0,1,0,1,50.00,0,43,30,83,havoc,2025,152.0,1.7,0.37,1.46,142.29,0.8,10.23,0.86,0.84,0.6,65.9,76.46,-0.75,-1.04,-0.83,-0.67,-0.43,-0.61,-0.54,-0.76,-0.76,-0.5,-0.65,0.39,-0.07,-0.052
Jeff Zhou,5,68,37,5,4,1,2,7,15,100.0,278,109,169,35.14,1,0,0,0,0,0,--,0,14,54,70,havoc,2025,152.0,2.74,0.64,2.43,225.19,1.21,16.07,1.4,1.33,0.95,107.0,118.31,-0.98,-0.81,-0.83,-0.99,-1.0,-0.94,-0.63,-1.08,-1.03,-0.97,-0.77,-1.59,-0.16,-0.109
Toya Chukwumerije,10,109,55,2,0,2,5,7,11,100.0,125,31,94,30.91,2,0,0,0,0,0,--,0,10,99,109,havoc,2025,152.0,1.87,0.5,1.7,155.08,0.87,11.18,0.92,0.95,0.67,73.6,81.57,-1.15,-0.11,-0.83,-1.09,-0.89,-0.97,-0.99,-0.97,-1.03,-1.06,-0.85,-2.03,-0.22,-0.186
Caleb Dixon,5,77,96,11,6,5,0,5,122,94.57,1589,1299,290,51.04,3,6,0,0,0,4,66.67,0,77,0,81,havoc,2025,152.0,1.2,0.25,0.99,106.62,0.52,7.74,0.6,0.59,0.46,56.28,50.4,-0.64,-1.27,-0.98,-0.16,-0.77,-0.08,-0.45,-0.66,-0.21,-0.82,0.42,0.09,-0.24,-0.175
Seth Gudeman,10,244,288,46,19,27,20,44,266,90.78,3887,1349,2538,38.89,15,22,1,0,1,6,42.86,29,189,55,272,alleycats,2025,164.0,0.53,0.15,0.47,44.6,0.22,3.16,0.25,0.28,0.21,19.57,25.04,1.35,3.4,1.79,1.31,0.61,1.08,0.73,1.65,1.96,1.94,0.47,-1.19,-0.6,-0.773
Carson Chamberlain,9,179,241,31,14,17,4,27,161,94.71,2827,962,1865,41.08,16,6,0,2,0,2,50.00,0,170,9,210,alleycats,2025,164.0,0.57,0.12,0.5,48.81,0.27,3.34,0.28,0.29,0.19,21.74,27.09,0.5,-0.34,0.59,0.63,0.73,0.23,0.28,0.6,-0.21,1.11,0.09,-0.96,0.58,0.656
Cole Hyzer,12,230,289,42,28,14,12,26,258,88.05,4500,2182,2318,38.41,12,27,0,1,0,15,62.50,7,195,35,273,alleycats,2025,164.0,0.52,0.13,0.41,46.53,0.21,3.12,0.28,0.23,0.23,22.34,24.21,1.12,1.53,0.52,1.7,0.27,1.01,1.54,0.29,2.65,1.67,1.31,-1.24,-0.82,-1.058
Jason Kempe,11,188,185,20,11,9,18,25,207,93.67,1985,1136,849,38.38,13,12,0,1,0,0,0.00,0,82,106,223,alleycats,2025,164.0,0.68,0.23,0.63,58.76,0.33,4.56,0.35,0.34,0.27,29.06,29.73,-0.13,2.93,0.44,0.09,0.38,0.6,0.01,-0.24,0.6,-0.14,0.26,-1.25,-0.38,-0.443
Jack Galle,8,173,193,24,5,19,8,23,122,95.31,1654,314,1340,37.31,5,6,0,3,0,1,100.00,0,117,56,193,alleycats,2025,164.0,0.68,0.17,0.6,54.72,0.28,3.95,0.3,0.37,0.23,23.73,31.01,0.1,0.59,0.3,-0.12,-0.54,-0.08,-0.54,0.81,-0.21,0.47,-0.57,-1.36,-0.29,-0.315
Samuel Ingham,10,179,188,33,16,17,3,20,122,90.37,2568,844,1724,39.36,5,13,0,3,0,0,0.00,0,94,85,207,alleycats,2025,164.0,0.74,0.15,0.6,60.87,0.28,4.05,0.37,0.37,0.27,27.09,33.8,0.61,-0.57,0.09,0.47,-0.54,-0.08,0.46,0.6,0.74,0.94,-0.03,-1.14,-0.39,-0.438
Joel Close,9,150,123,11,6,5,8,15,72,93.51,1141,441,700,48.78,4,4,0,0,0,1,100.00,13,69,81,146,alleycats,2025,164.0,0.95,0.26,0.86,80.63,0.42,5.72,0.48,0.47,0.34,37.7,42.97,-0.64,0.59,-0.27,-0.44,-0.66,-0.48,-0.45,-0.66,-0.49,-0.32,-0.44,-0.15,-0.24,-0.226
Mace Chope,10,136,95,9,2,7,4,11,21,87.5,558,49,509,46.32,1,1,0,1,0,0,--,14,30,106,134,alleycats,2025,164.0,1.19,0.29,1.06,97.38,0.51,6.81,0.57,0.62,0.41,44.34,53.09,-0.75,-0.34,-0.55,-0.81,-1.0,-0.89,-0.81,-0.45,-0.9,-0.55,-0.83,-0.41,-0.2,-0.181
Jack Havey,8,164,197,18,7,11,2,9,175,95.63,2385,1228,1157,42.13,12,7,0,4,0,1,33.33,0,135,29,179,alleycats,2025,164.0,0.63,0.13,0.51,57.25,0.31,4.13,0.31,0.33,0.23,27.79,29.49,-0.24,-0.81,-0.69,0.35,0.27,0.35,-0.36,-0.03,-0.08,0.24,0.35,-0.85,0.06,0.063
Robby Davenport,12,159,127,18,7,11,4,9,125,89.93,1428,793,635,42.52,12,12,0,1,0,3,50.00,2,44,115,165,alleycats,2025,164.0,0.97,0.22,0.79,80.36,0.47,5.95,0.47,0.5,0.39,39.23,41.17,-0.24,-0.34,-0.69,-0.26,0.27,-0.06,-0.36,-0.03,0.6,-0.4,-0.08,-0.81,-0.4,-0.401
Ben Close,9,145,132,11,5,6,6,8,103,91.15,1186,529,657,41.67,6,9,0,0,0,2,100.00,26,64,81,154,alleycats,2025,164.0,0.88,0.23,0.75,75.66,0.41,5.57,0.44,0.45,0.36,35.87,39.83,-0.64,0.13,-0.76,-0.41,-0.43,-0.23,-0.54,-0.55,0.19,-0.37,-0.35,-0.9,-0.63,-0.61
Owen Woodward,4,58,54,7,0,7,1,7,19,86.36,447,160,287,40.74,1,1,0,0,0,0,0.00,0,15,43,64,alleycats,2025,164.0,1.98,0.44,1.73,163.17,0.86,11.51,0.93,1.05,0.69,77.03,86.22,-0.86,-1.04,-0.83,-0.89,-1.0,-0.91,-0.99,-0.45,-0.9,-0.82,-0.72,-1.0,-0.2,-0.125
Michael Ames,8,142,158,15,12,3,0,6,248,96.12,2017,1816,201,45.57,14,9,0,0,0,3,60.00,8,104,38,150,alleycats,2025,164.0,0.77,0.15,0.62,68.69,0.39,5.57,0.41,0.36,0.3,38.04,30.68,-0.41,-1.27,-0.9,0.12,0.5,0.93,0.1,-0.87,0.19,-0.93,0.94,-0.49,-0.02,-0.019
Ryan Wartenberg,11,169,138,6,0,6,6,6,52,89.66,1105,294,811,39.13,7,5,0,1,0,1,50.00,0,43,126,195,alleycats,2025,164.0,0.81,0.22,0.71,71.92,0.4,4.98,0.38,0.43,0.31,32.72,39.24,-0.92,0.13,-0.9,-0.47,-0.31,-0.64,-0.99,-0.55,-0.35,-0.18,-0.59,-1.17,-0.34,-0.371
Drew Happe,5,73,59,7,5,2,5,5,56,90.32,604,310,294,38.98,1,6,0,1,0,1,33.33,29,25,48,77,alleycats,2025,164.0,1.83,0.47,1.56,152.88,0.8,11.19,0.94,0.89,0.72,73.36,79.59,-0.86,-0.11,-0.98,-0.79,-1.0,-0.61,-0.54,-0.97,-0.21,-0.82,-0.57,-1.18,-0.65,-0.445
Joey Cari,6,98,126,8,5,3,3,5,163,97.02,1203,838,365,34.92,2,4,0,2,0,1,50.00,0,78,20,125,alleycats,2025,164.0,0.9,0.21,0.76,79.26,0.4,6.28,0.46,0.44,0.34,39.87,39.43,-0.81,-0.57,-0.98,-0.4,-0.89,0.25,-0.54,-0.87,-0.49,-0.73,-0.04,-1.61,-0.5,-0.437
Tanner Graham,9,109,92,6,3,3,4,5,66,88.0,422,150,272,38.04,5,5,0,0,0,1,100.00,0,21,88,140,alleycats,2025,164.0,1.2,0.3,1.03,98.99,0.57,7.48,0.6,0.6,0.46,46.75,52.29,-0.92,-0.34,-0.98,-0.9,-0.54,-0.53,-0.72,-0.87,-0.35,-0.84,-0.73,-1.28,-0.51,-0.471
Matthew Weaver,6,75,73,9,5,4,3,4,42,85.71,518,219,299,28.77,2,7,0,1,0,1,25.00,2,24,51,91,alleycats,2025,164.0,1.53,0.36,1.27,124.33,0.67,9.0,0.77,0.76,0.6,59.03,65.37,-0.75,-0.57,-1.05,-0.84,-0.89,-0.72,-0.54,-0.76,-0.08,-0.81,-0.66,-2.26,-0.64,-0.477
Jack Kempe,5,81,76,4,3,1,2,3,63,94.03,648,445,203,34.21,4,3,0,0,0,1,50.00,0,38,43,86,alleycats,2025,164.0,1.41,0.33,1.21,121.33,0.67,8.93,0.72,0.69,0.53,59.63,61.77,-1.03,-0.81,-1.12,-0.76,-0.66,-0.55,-0.72,-1.08,-0.62,-0.93,-0.43,-1.69,-0.3,-0.217
Nicholas Betsch,10,203,169,26,18,8,7,3,188,86.24,2584,1850,734,39.64,8,27,0,3,0,8,61.54,32,76,127,202,alleycats,2025,164.0,0.78,0.18,0.56,67.61,0.33,4.87,0.42,0.36,0.39,35.83,31.8,0.21,0.36,-1.12,0.48,-0.19,0.45,0.64,-0.34,2.65,-0.28,0.98,-1.11,-1.35,-1.498
Jonathan Lyle,11,229,278,67,42,25,2,47,293,93.31,5265,2336,2929,49.28,28,18,0,4,0,21,75.00,0,225,4,256,aviators,2025,175.0,0.63,0.1,0.5,51.04,0.28,3.37,0.34,0.28,0.2,23.75,27.31,2.54,-0.81,2.01,2.18,2.11,1.29,2.8,1.44,1.42,2.42,1.47,-0.09,1.26,1.524
Sean McDougall,8,179,206,36,19,17,12,40,139,94.56,2454,855,1599,47.57,10,8,0,0,0,7,63.64,0,161,18,185,aviators,2025,175.0,0.69,0.18,0.64,55.14,0.28,3.79,0.35,0.34,0.23,24.83,30.33,0.78,1.53,1.51,0.39,0.04,0.06,0.73,0.6,0.06,0.78,-0.02,-0.28,0.3,0.308
James Franklin,9,201,234,54,27,27,0,34,164,89.62,3756,1306,2450,49.15,13,19,0,1,0,13,65.00,0,189,12,212,aviators,2025,175.0,0.69,0.1,0.54,54.13,0.26,3.45,0.34,0.34,0.25,23.81,30.33,1.8,-1.27,1.08,1.22,0.38,0.26,1.45,1.65,1.56,1.83,0.43,-0.11,0.06,0.066
Max Combs,12,227,183,30,12,18,16,34,229,94.63,2329,915,1414,47.54,13,10,0,2,0,1,33.33,6,79,148,276,aviators,2025,175.0,0.74,0.22,0.69,61.22,0.34,4.73,0.36,0.39,0.27,28.19,33.05,0.44,2.46,1.08,0.31,0.38,0.78,0.1,0.7,0.33,0.56,0.04,-0.28,-0.15,-0.188
Dox Raskin,11,189,134,17,12,5,7,16,130,94.89,1088,663,425,40.3,6,7,1,1,0,0,0.00,36,40,149,212,aviators,2025,175.0,0.91,0.23,0.8,73.87,0.4,5.68,0.48,0.43,0.34,36.32,37.59,-0.3,0.36,-0.19,-0.48,-0.43,-0.02,0.1,-0.66,-0.08,-0.66,-0.21,-1.04,-0.31,-0.341
Kevin Goldberg,12,226,282,36,16,20,3,14,441,94.84,4996,2224,2772,46.45,20,21,0,4,0,6,54.55,0,224,2,256,aviators,2025,175.0,0.51,0.1,0.38,49.39,0.24,3.84,0.25,0.26,0.21,23.03,26.38,0.78,-0.57,-0.34,2.01,1.19,2.48,0.46,0.91,1.83,2.22,1.35,-0.39,-0.67,-0.81
Mitchell Steiner,10,195,154,14,9,5,8,14,160,94.12,1522,559,963,40.91,9,8,1,0,1,1,33.33,15,73,122,225,aviators,2025,175.0,0.78,0.21,0.69,67.31,0.37,5.16,0.4,0.38,0.3,31.09,36.25,-0.47,0.59,-0.34,-0.2,-0.08,0.22,-0.17,-0.66,0.06,0.0,-0.32,-0.98,-0.48,-0.544
Cy Toriello,12,189,132,12,5,7,8,13,80,91.95,863,402,461,40.91,4,6,0,1,0,2,66.67,4,38,151,218,aviators,2025,175.0,0.89,0.24,0.79,73.31,0.39,5.4,0.44,0.45,0.34,34.94,38.4,-0.58,0.59,-0.41,-0.62,-0.66,-0.42,-0.54,-0.45,-0.21,-0.61,-0.48,-0.98,-0.44,-0.491
Nicholas Dunbar,11,154,113,13,6,7,6,12,67,91.78,1225,372,853,33.63,2,5,0,2,1,1,33.33,19,47,107,175,aviators,2025,175.0,1.04,0.26,0.91,88.18,0.44,6.16,0.52,0.53,0.38,40.31,47.91,-0.52,0.13,-0.48,-0.39,-0.89,-0.52,-0.45,-0.45,-0.35,-0.13,-0.51,-1.75,-0.39,-0.39
Owen Shaff,12,173,107,8,3,5,10,10,37,86.05,890,280,610,32.71,3,5,0,3,0,2,66.67,0,26,147,204,aviators,2025,175.0,1.05,0.31,0.94,89.91,0.47,6.22,0.52,0.54,0.4,41.65,48.3,-0.81,1.06,-0.62,-0.6,-0.77,-0.76,-0.72,-0.66,-0.35,-0.43,-0.6,-1.84,-0.42,-0.453
Michael Kiyoi,9,160,197,20,9,11,0,9,167,95.43,2267,1361,906,52.28,18,8,0,3,0,5,100.00,0,159,1,177,aviators,2025,175.0,0.64,0.12,0.51,56.67,0.34,4.09,0.32,0.33,0.24,28.45,28.25,-0.13,-1.27,-0.69,0.27,0.96,0.28,-0.17,-0.03,0.06,-0.07,0.49,0.22,0.39,0.392
Royce Grundy,7,69,44,5,3,2,3,6,14,93.33,257,102,155,31.82,0,1,0,1,0,0,--,0,5,64,97,aviators,2025,175.0,2.35,0.57,2.06,192.59,1.02,13.76,1.18,1.16,0.84,91.57,101.12,-0.98,-0.57,-0.9,-1.01,-1.12,-0.95,-0.72,-0.97,-0.9,-0.99,-0.78,-1.94,-0.29,-0.216
Eddie Finley,6,87,61,3,1,2,5,5,21,87.5,204,14,190,42.62,2,3,0,0,0,0,--,0,22,65,91,aviators,2025,175.0,1.71,0.45,1.52,142.18,0.79,10.32,0.85,0.86,0.65,66.65,75.61,-1.09,-0.11,-0.98,-1.04,-0.89,-0.89,-0.9,-0.97,-0.62,-0.94,-0.87,-0.8,-0.49,-0.353
Hudson Stuck,6,64,46,4,0,4,1,5,34,100.0,476,195,281,36.96,1,0,0,0,0,0,--,0,10,54,98,aviators,2025,175.0,2.24,0.51,1.96,189.33,1.0,13.61,1.08,1.16,0.78,89.8,99.63,-1.03,-1.04,-0.98,-0.87,-1.0,-0.79,-0.99,-0.76,-1.03,-0.83,-0.69,-1.4,-0.22,-0.165
Mateo Dominguez,10,193,235,13,5,8,1,5,402,95.71,3025,2505,520,51.49,21,9,1,0,0,3,100.00,0,191,2,221,aviators,2025,175.0,0.51,0.11,0.42,50.85,0.3,4.42,0.25,0.26,0.2,28.71,22.17,-0.52,-1.04,-0.98,0.76,1.31,2.17,-0.54,-0.34,0.19,-0.54,1.64,0.14,0.06,0.067
Jason Lee,6,58,45,1,0,1,3,4,17,100.0,156,0,156,26.67,0,0,0,0,0,0,--,0,10,48,92,aviators,2025,175.0,2.22,0.56,1.98,186.72,1.0,13.54,1.1,1.12,0.8,87.7,99.12,-1.2,-0.57,-1.05,-1.07,-1.12,-0.92,-0.99,-1.08,-1.03,-0.99,-0.88,-2.48,-0.37,-0.268
Everett Grass,11,132,88,5,1,4,3,3,100,95.24,762,470,292,40.91,4,4,0,1,0,0,0.00,0,27,105,161,aviators,2025,175.0,1.24,0.3,1.05,106.9,0.58,8.17,0.6,0.63,0.47,52.2,54.75,-0.98,-0.57,-1.12,-0.68,-0.66,-0.26,-0.9,-0.76,-0.49,-0.82,-0.41,-0.98,-0.47,-0.451
Zac Schakner,7,74,42,3,1,2,4,3,38,88.37,238,-1,239,30.95,2,4,0,0,0,0,0.00,1,12,62,103,aviators,2025,175.0,2.4,0.62,2.09,200.38,1.11,14.85,1.19,1.21,0.94,93.28,107.21,-1.09,-0.34,-1.12,-1.02,-0.89,-0.75,-0.9,-0.97,-0.49,-0.88,-0.88,-2.03,-0.62,-0.476
Andrew Padula,10,170,114,8,3,5,6,2,155,93.37,744,581,163,41.23,4,10,0,2,0,0,--,0,32,138,197,aviators,2025,175.0,0.99,0.26,0.82,83.39,0.45,6.85,0.49,0.5,0.42,41.73,41.71,-0.81,0.13,-1.19,-0.7,-0.66,0.18,-0.72,-0.66,0.33,-0.98,-0.3,-0.94,-1.02,-1.082
Isaac Hsu,3,35,23,1,1,0,3,2,20,90.91,101,74,27,26.09,0,2,0,0,0,1,100.00,19,1,34,41,aviators,2025,175.0,3.96,1.0,3.46,331.46,1.79,24.29,2.0,1.96,1.5,159.25,172.39,-1.2,-0.57,-1.19,-1.11,-1.12,-0.9,-0.9,-1.18,-0.76,-1.14,-0.81,-2.54,-0.51,-0.247
Anthony Gutowsky,13,301,309,67,11,56,17,63,173,91.53,3523,658,2865,51.13,16,13,0,8,0,1,25.00,0,175,126,335,radicals,2025,192.0,0.56,0.13,0.5,40.46,0.21,2.65,0.21,0.35,0.17,16.06,24.41,2.54,2.7,3.14,1.07,0.73,0.33,0.01,4.69,0.74,2.34,-0.22,0.1,0.6,0.793
