Player,G,PP,POS,SCR,AST,GLS,BLK,+/-,Cmp,Cmp%,Y,TY,RY,OEFF,HA,T,S,D,C,Hck,Hck%,Pul,OPP,DPP,MP,Team,Year,AST/POS %,GLS/POS %,SCR/POS %,CMP/POS,BLK/PP %,PM/PP,TY/POS,RY/POS,Y/POS,HA/POS %,T/POS %,Y/CMP,team_avg_min,SCR_adj,BLK_adj,+/-_adj,Y_adj,HA_adj,Cmp_adj,AST_adj,GLS_adj,T_adj,TY_adj,RY_adj,Y/CMP_adj,MP_adj,SCR_Z,BLK_Z,PM_Z,Y_Z,HA_Z,CMP_Z,AST_Z,GLS_Z,T_Z,RY_Z,TY_Z,OEFF_Z,YperCMP_Z,MP_z,Offensive_Value,Score,team_avg_scr
Pawel Janas,14,319,396,80,67,13,4,51,860,96.3,8092,5962,2130,54.29,43,30,0,3,0,10,58.82,4,314,5,372,aviators,2023,16.92,3.28,20.2,2.17,1.25,0.16,15.0,5.0,20.0,10.86,7.58,9.41,230.0,0.37,0.05,0.13,20.3,0.17,2.16,0.24,0.12,0.14,14.93,5.39,0.22,3.28,-0.8,-1.06,0.19,2.54,-0.63,3.44,-0.44,-1.07,-0.75,-0.09,2.98,0.53,-1.01,-0.95,1.24,1.577,0.04
Lukas Ambrose,14,337,228,27,7,20,24,47,87,97.75,1629,330,1299,45.61,10,2,0,2,0,0,0.00,1,41,296,366,aviators,2023,3.07,8.77,11.84,0.38,7.12,0.14,1.0,6.0,7.0,4.39,0.88,18.72,230.0,0.42,0.17,0.2,7.21,0.15,0.39,0.16,0.24,0.12,1.52,5.7,0.42,5.63,-0.7,-0.07,1.42,-0.82,-0.75,-0.93,-0.81,-0.59,-0.86,0.03,-0.97,-0.51,0.37,-0.62,0.18,0.227,0.04
Brandon Van Deusen,13,286,354,55,36,19,7,40,657,96.05,6548,5460,1088,55.93,40,20,0,2,0,16,59.26,0,279,7,332,aviators,2023,10.17,5.37,15.54,1.86,2.45,0.14,15.0,3.0,18.0,11.3,5.65,9.97,230.0,0.35,0.06,0.11,18.38,0.18,1.84,0.18,0.15,0.13,15.28,3.11,0.25,3.56,-0.84,-0.98,-0.16,2.05,-0.58,2.65,-0.72,-0.95,-0.8,-0.97,3.08,0.72,-0.93,-0.91,1.29,1.55,0.04
Everest Shapiro,14,321,378,46,12,34,12,35,206,91.56,4734,1433,3301,54.76,24,18,3,5,0,8,66.67,0,297,24,356,aviators,2023,3.17,8.99,12.17,0.54,3.74,0.11,4.0,9.0,13.0,6.35,4.76,22.98,230.0,0.3,0.07,0.09,12.49,0.13,0.55,0.11,0.18,0.11,3.81,8.7,0.27,3.4,-0.94,-0.9,-0.51,0.54,-0.86,-0.54,-1.04,-0.83,-0.92,1.2,-0.3,0.58,1.0,-0.94,0.04,0.05,0.04
Sam Cook,14,288,355,36,8,28,4,31,185,95.85,3344,658,2686,56.34,22,8,1,1,0,3,42.86,0,288,0,335,aviators,2023,2.25,7.89,10.14,0.52,1.39,0.11,2.0,8.0,9.0,6.2,2.25,18.08,230.0,0.29,0.05,0.09,9.43,0.13,0.53,0.11,0.18,0.09,1.9,7.54,0.27,3.56,-0.96,-1.06,-0.51,-0.25,-0.86,-0.59,-1.04,-0.83,-1.03,0.75,-0.86,0.77,0.27,-0.91,0.2,0.241,0.04
Marcel Osborne,11,224,291,44,21,23,1,24,209,91.67,3759,1470,2289,52.92,20,18,0,3,0,10,52.63,0,224,0,278,aviators,2023,7.22,7.9,15.12,0.72,0.45,0.11,5.0,8.0,13.0,6.87,6.19,17.99,230.0,0.39,0.05,0.08,12.87,0.15,0.72,0.17,0.2,0.15,5.05,7.83,0.33,4.13,-0.76,-1.06,-0.69,0.63,-0.75,-0.12,-0.76,-0.75,-0.69,0.86,0.07,0.36,0.26,-0.83,-0.11,-0.121,0.04
Michael Kiyoi,12,254,317,37,15,22,0,23,196,94.23,2756,1152,1604,56.47,11,11,0,3,0,3,50.00,0,253,1,295,aviators,2023,4.73,6.94,11.67,0.62,0.0,0.09,4.0,5.0,9.0,3.47,3.47,14.06,230.0,0.33,0.05,0.07,8.71,0.11,0.62,0.14,0.18,0.11,3.66,5.07,0.29,3.85,-0.88,-1.06,-0.87,-0.43,-0.98,-0.36,-0.9,-0.83,-0.92,-0.21,-0.34,0.79,-0.32,-0.87,0.0,0.0,0.04
Daniel Brunker,9,166,129,22,14,8,4,15,139,91.45,1866,1023,843,53.49,10,11,0,0,0,7,100.00,6,60,106,183,aviators,2023,10.85,6.2,17.05,1.08,2.41,0.09,8.0,7.0,14.0,7.75,8.53,13.42,230.0,0.69,0.14,0.11,14.3,0.26,1.07,0.33,0.32,0.27,7.82,6.51,0.7,8.42,-0.16,-0.32,-0.16,1.0,-0.12,0.75,-0.03,-0.27,-0.01,0.35,0.88,0.43,-0.42,-0.22,-0.12,-0.107,0.04
Landon Shank,10,146,118,13,6,7,4,14,65,95.59,557,280,277,51.69,5,2,0,1,0,0,--,0,38,108,162,aviators,2023,5.08,5.93,11.02,0.55,2.74,0.1,2.0,2.0,5.0,4.24,1.69,8.57,230.0,0.67,0.15,0.11,4.93,0.24,0.57,0.29,0.34,0.22,2.48,2.5,0.72,9.0,-0.2,-0.24,-0.16,-1.4,-0.23,-0.49,-0.21,-0.19,-0.29,-1.21,-0.69,0.22,-1.13,-0.14,-0.03,-0.025,0.04
Mitchell Steiner,13,266,202,16,8,8,13,14,119,89.47,1944,758,1186,47.03,12,11,0,4,0,1,25.00,26,96,170,272,aviators,2023,3.96,3.96,7.92,0.59,4.89,0.05,4.0,6.0,10.0,5.94,5.45,16.34,230.0,0.42,0.14,0.07,9.63,0.18,0.6,0.18,0.21,0.17,3.78,5.87,0.47,5.88,-0.7,-0.32,-0.87,-0.2,-0.58,-0.41,-0.72,-0.71,-0.58,0.1,-0.31,-0.34,0.02,-0.58,-0.38,-0.413,0.04
Kevin Tien,6,85,66,9,4,5,6,13,15,88.24,355,129,226,43.94,1,2,0,0,0,1,100.00,0,11,74,85,aviators,2023,6.06,7.58,13.64,0.23,7.06,0.15,2.0,3.0,5.0,1.52,3.03,23.67,230.0,1.11,0.3,0.18,5.7,0.37,0.28,0.48,0.56,0.38,2.17,3.61,1.46,14.51,0.68,1.0,1.07,-1.2,0.51,-1.2,0.66,0.69,0.61,-0.78,-0.78,-0.71,1.1,0.65,-0.39,-0.237,0.04
Andrew Padula,11,177,99,5,0,5,13,12,51,91.07,518,315,203,48.48,6,5,0,1,0,0,--,0,2,175,184,aviators,2023,0.0,5.05,5.05,0.52,7.34,0.07,3.0,2.0,5.0,6.06,5.05,10.16,230.0,0.72,0.27,0.12,5.46,0.3,0.54,0.29,0.38,0.29,3.27,2.24,0.87,10.86,-0.1,0.75,0.01,-1.26,0.11,-0.56,-0.21,-0.03,0.1,-1.31,-0.46,-0.17,-0.9,0.13,-0.66,-0.59,0.04
Zac Schakner,12,162,92,10,5,5,4,11,41,93.18,730,240,490,44.57,3,3,0,0,1,1,50.00,0,14,148,179,aviators,2023,5.43,5.43,10.87,0.45,2.47,0.07,3.0,5.0,8.0,3.26,3.26,17.8,230.0,0.82,0.2,0.11,8.04,0.29,0.47,0.36,0.41,0.29,2.73,5.36,1.01,11.59,0.1,0.17,-0.16,-0.6,0.05,-0.73,0.11,0.09,0.1,-0.1,-0.62,-0.64,0.23,0.23,-0.33,-0.291,0.04
Milan Ravenell,10,142,98,9,2,7,2,9,21,91.3,500,98,402,44.9,2,1,0,1,0,1,100.00,0,16,126,167,aviators,2023,2.04,7.14,9.18,0.21,1.41,0.06,1.0,4.0,5.0,2.04,1.02,23.81,230.0,0.77,0.17,0.09,5.34,0.26,0.25,0.31,0.41,0.25,1.19,4.19,1.01,10.8,0.0,-0.07,-0.51,-1.3,-0.12,-1.28,-0.12,0.09,-0.12,-0.56,-1.07,-0.6,1.12,0.12,-0.19,-0.162,0.04
Rhys Gretsch,7,77,61,12,8,4,3,8,47,85.45,653,460,193,50.82,5,7,0,0,0,2,33.33,47,7,70,93,aviators,2023,13.11,6.56,19.67,0.77,3.9,0.1,8.0,3.0,11.0,8.2,11.48,13.89,230.0,1.24,0.27,0.12,10.65,0.45,0.79,0.58,0.59,0.48,7.35,3.38,1.42,15.73,0.94,0.75,0.01,0.06,0.97,0.06,1.11,0.81,1.17,-0.87,0.74,0.11,-0.35,0.82,-0.62,-0.394,0.04
Calvin Brown,4,78,58,9,7,2,4,6,36,80.0,655,399,256,41.38,3,6,0,1,0,3,60.00,7,18,60,74,aviators,2023,12.07,3.45,15.52,0.62,5.13,0.08,7.0,4.0,11.0,5.17,10.34,18.19,230.0,1.25,0.3,0.1,11.19,0.44,0.65,0.59,0.59,0.49,6.73,4.54,1.56,16.17,0.96,1.0,-0.34,0.2,0.92,-0.29,1.16,0.81,1.23,-0.42,0.56,-1.02,0.29,0.89,-0.89,-0.505,0.04
Eddie Finley,12,130,73,3,0,3,4,5,18,94.74,268,7,261,43.84,1,1,0,1,0,0,--,0,1,129,150,aviators,2023,0.0,4.11,4.11,0.25,3.08,0.04,0.0,4.0,4.0,1.37,1.37,14.89,230.0,0.94,0.24,0.06,4.08,0.33,0.29,0.38,0.49,0.33,0.41,3.73,1.22,14.04,0.34,0.5,-1.04,-1.62,0.28,-1.18,0.2,0.41,0.33,-0.73,-1.3,-0.73,-0.2,0.58,-0.6,-0.485,0.04
Matt Miller,9,136,84,6,3,3,4,5,96,94.12,640,545,95,47.62,3,4,0,1,1,1,50.00,0,19,117,154,aviators,2023,3.57,3.57,7.14,1.14,2.94,0.04,6.0,1.0,8.0,3.57,4.76,6.67,230.0,0.85,0.21,0.06,7.75,0.31,1.13,0.37,0.43,0.33,6.4,1.4,0.97,12.35,0.16,0.26,-1.04,-0.68,0.17,0.9,0.15,0.17,0.33,-1.64,0.46,-0.27,-1.41,0.34,-0.34,-0.278,0.04
Garrett Santi,9,172,94,6,5,1,1,4,59,98.33,729,292,437,51.06,4,1,1,2,0,1,50.00,98,9,163,173,aviators,2023,5.32,1.06,6.38,0.63,0.58,0.02,3.0,5.0,8.0,4.26,1.06,12.36,230.0,0.77,0.16,0.04,7.87,0.29,0.65,0.35,0.36,0.26,3.2,4.72,0.93,11.29,0.0,-0.16,-1.4,-0.65,0.05,-0.29,0.06,-0.11,-0.07,-0.35,-0.48,0.14,-0.57,0.19,-0.03,-0.026,0.04
Anthony Gutowsky,12,202,217,46,9,37,2,41,57,90.48,1892,256,1636,47.93,3,6,0,1,1,1,100.00,0,166,36,225,radicals,2023,4.15,17.05,21.2,0.26,0.99,0.2,1.0,8.0,9.0,1.38,2.76,33.19,176.0,0.52,0.08,0.18,8.75,0.13,0.28,0.18,0.32,0.14,1.27,7.5,0.51,5.27,-0.5,-0.82,1.07,-0.42,-0.86,-1.2,-0.72,-0.27,-0.75,0.73,-1.05,-0.24,2.51,-0.67,0.21,0.237,0.022
Kelsen Alexander,11,173,145,30,19,11,6,27,165,95.38,2095,1534,561,53.79,18,8,0,1,1,5,71.43,0,46,127,202,radicals,2023,13.1,7.59,20.69,1.14,3.47,0.16,11.0,4.0,14.0,12.41,5.52,12.7,176.0,0.67,0.14,0.18,14.3,0.29,1.13,0.33,0.31,0.22,10.39,3.94,0.62,7.65,-0.2,-0.32,1.07,1.0,0.05,0.9,-0.03,-0.31,-0.29,-0.65,1.64,0.47,-0.52,-0.33,1.06,1.136,0.022
Luke Marks,12,211,149,21,8,13,9,27,73,94.81,1125,321,804,55.03,4,3,0,0,0,3,100.00,34,37,174,241,radicals,2023,5.37,8.72,14.09,0.49,4.27,0.13,2.0,5.0,8.0,2.68,2.01,15.41,176.0,0.59,0.16,0.18,7.63,0.19,0.51,0.25,0.31,0.18,2.25,5.42,0.62,7.7,-0.36,-0.16,1.07,-0.71,-0.52,-0.63,-0.4,-0.31,-0.52,-0.08,-0.76,0.62,-0.12,-0.32,0.12,0.14,0.022
Jake Carrico,9,106,77,16,9,7,10,23,59,95.16,717,386,331,54.55,4,3,0,0,1,1,50.00,0,22,84,129,radicals,2023,11.69,9.09,20.78,0.77,9.43,0.22,5.0,4.0,9.0,5.19,3.9,12.15,176.0,1.05,0.3,0.28,9.35,0.35,0.78,0.48,0.51,0.34,5.01,4.4,1.12,13.1,0.56,1.0,2.83,-0.27,0.4,0.03,0.66,0.49,0.38,-0.47,0.05,0.56,-0.6,0.45,0.36,0.308,0.022
Joe Leibforth,11,174,101,15,6,9,8,23,25,100.0,546,164,382,57.43,4,0,0,0,0,0,--,0,1,173,195,radicals,2023,5.94,8.91,14.85,0.25,4.6,0.13,2.0,4.0,5.0,3.96,0.0,21.84,176.0,0.8,0.22,0.22,5.62,0.27,0.28,0.34,0.42,0.24,1.78,3.89,0.96,10.75,0.06,0.34,1.78,-1.22,-0.06,-1.2,0.02,0.13,-0.18,-0.67,-0.9,0.9,0.83,0.11,0.27,0.284,0.022
Avery Johnson,10,133,159,25,9,16,1,21,118,98.33,1671,361,1310,52.2,11,2,0,3,0,0,0.00,0,131,2,145,radicals,2023,5.66,10.06,15.72,0.74,0.75,0.16,2.0,8.0,11.0,6.92,1.26,14.16,176.0,0.58,0.1,0.13,10.49,0.22,0.75,0.24,0.31,0.16,2.35,8.17,0.57,6.65,-0.38,-0.65,0.19,0.02,-0.35,-0.04,-0.44,-0.31,-0.63,0.99,-0.73,0.28,-0.31,-0.47,0.71,0.644,0.022
Sam Stark,10,133,123,18,5,13,4,21,61,98.39,1144,385,759,51.22,8,1,0,0,0,4,80.00,1,87,46,142,radicals,2023,4.07,10.57,14.63,0.5,3.01,0.16,3.0,6.0,9.0,6.5,0.81,18.75,176.0,0.69,0.15,0.16,9.33,0.26,0.52,0.27,0.38,0.2,3.2,6.16,0.77,8.49,-0.16,-0.24,0.72,-0.27,-0.12,-0.61,-0.3,-0.03,-0.41,0.21,-0.48,0.16,0.37,-0.21,0.7,0.629,0.022
Jacob Wham,9,139,111,16,9,7,6,19,51,94.44,1005,267,738,50.45,3,3,0,0,0,3,75.00,2,47,92,159,radicals,2023,8.11,6.31,14.41,0.46,4.32,0.14,2.0,7.0,9.0,2.7,2.7,19.71,176.0,0.74,0.18,0.16,9.09,0.24,0.48,0.34,0.36,0.24,2.52,6.62,0.86,9.52,-0.06,0.01,0.72,-0.33,-0.23,-0.71,0.02,-0.11,-0.18,0.39,-0.68,0.07,0.52,-0.06,-0.05,-0.048,0.022
Andrew Meshnick,10,183,96,12,4,8,10,17,46,90.2,683,296,387,55.21,4,5,0,0,2,2,100.00,0,9,174,202,radicals,2023,4.17,8.33,12.5,0.48,5.46,0.09,3.0,4.0,7.0,4.17,5.21,14.85,176.0,0.81,0.25,0.17,7.26,0.29,0.5,0.34,0.43,0.3,3.18,4.13,0.94,11.36,0.08,0.59,0.89,-0.8,0.05,-0.66,0.02,0.17,0.16,-0.58,-0.48,0.64,-0.2,0.2,-0.44,-0.471,0.022
Jack Kelly,10,136,156,26,8,18,1,16,118,92.91,1679,411,1268,49.36,10,9,0,2,0,2,100.00,0,132,4,149,radicals,2023,5.13,11.54,16.67,0.76,0.74,0.12,3.0,8.0,11.0,6.41,5.77,14.23,176.0,0.6,0.1,0.1,10.74,0.22,0.76,0.24,0.33,0.21,2.71,8.06,0.59,6.8,-0.34,-0.65,-0.34,0.09,-0.35,-0.02,-0.44,-0.23,-0.35,0.95,-0.62,-0.06,-0.3,-0.45,-0.03,-0.028,0.022
Joshua Wilson,12,214,179,23,18,5,5,15,238,94.07,2060,1433,627,53.07,20,12,0,1,0,2,22.22,5,79,135,230,radicals,2023,10.06,2.79,12.85,1.33,2.34,0.07,8.0,4.0,12.0,11.17,6.7,8.66,176.0,0.51,0.11,0.08,11.47,0.24,1.32,0.26,0.22,0.2,7.92,3.57,0.48,6.39,-0.52,-0.57,-0.69,0.27,-0.23,1.37,-0.35,-0.67,-0.41,-0.8,0.91,0.38,-1.12,-0.51,0.28,0.32,0.022
Nico Ranabhat,7,123,100,11,1,10,5,13,25,92.59,505,7,498,51.0,1,2,1,1,0,0,--,0,31,92,133,radicals,2023,1.0,10.0,11.0,0.25,4.07,0.11,0.0,5.0,5.0,1.0,2.0,20.2,176.0,0.77,0.19,0.12,5.29,0.25,0.29,0.3,0.43,0.26,0.3,5.03,0.95,10.27,0.0,0.09,0.01,-1.31,-0.18,-1.18,-0.17,0.17,-0.07,-0.23,-1.33,0.13,0.59,0.04,-0.38,-0.33,0.022
Sterling Knoche,4,73,53,9,4,5,5,12,24,96.0,505,151,354,52.83,1,1,0,1,0,1,100.00,0,17,56,78,radicals,2023,7.55,9.43,16.98,0.45,6.85,0.16,3.0,7.0,10.0,1.89,1.89,21.04,176.0,1.36,0.34,0.21,9.57,0.45,0.5,0.59,0.69,0.45,3.03,6.62,1.74,17.64,1.18,1.33,1.6,-0.21,0.97,-0.66,1.16,1.2,1.01,0.39,-0.53,0.35,0.71,1.1,0.05,0.033,0.022
Victor Luo,10,198,217,30,22,8,4,10,432,94.32,3983,2936,1047,47.0,14,24,0,0,0,9,60.00,3,166,32,226,radicals,2023,10.14,3.69,13.82,1.99,2.02,0.05,14.0,5.0,18.0,6.45,11.06,9.22,176.0,0.45,0.09,0.05,18.17,0.18,1.97,0.23,0.19,0.22,13.34,4.85,0.4,5.27,-0.64,-0.73,-1.22,1.99,-0.58,2.97,-0.49,-0.79,-0.29,-0.3,2.51,-0.35,-1.04,-0.67,-0.01,-0.011,0.022
Alex Gravatt,9,92,48,7,1,6,3,9,5,83.33,149,8,141,50.0,1,1,0,0,0,0,--,0,2,90,112,radicals,2023,2.08,12.5,14.58,0.1,3.26,0.1,0.0,3.0,3.0,2.08,2.08,29.8,176.0,1.45,0.34,0.17,3.75,0.49,0.19,0.58,0.77,0.49,0.62,3.23,2.07,19.94,1.35,1.33,0.89,-1.7,1.2,-1.42,1.11,1.52,1.23,-0.93,-1.24,0.01,2.01,1.42,-0.37,-0.295,0.022
Henry Goldenberg,10,177,209,33,25,8,4,9,457,94.42,3941,2584,1357,45.93,13,24,1,4,0,6,37.50,0,175,2,196,radicals,2023,11.96,3.83,15.79,2.19,2.26,0.05,12.0,6.0,19.0,6.22,11.48,8.62,176.0,0.48,0.09,0.04,18.65,0.18,2.16,0.26,0.2,0.23,12.19,6.48,0.41,5.33,-0.58,-0.73,-1.4,2.11,-0.58,3.44,-0.35,-0.75,-0.24,0.33,2.17,-0.48,-1.13,-0.66,-0.03,-0.032,0.022
Ted Schewe,12,205,245,28,19,9,1,9,310,93.09,3547,1919,1628,47.76,11,20,0,0,0,5,50.00,0,204,1,229,radicals,2023,7.76,3.67,11.43,1.27,0.49,0.04,8.0,7.0,14.0,4.49,8.16,11.44,176.0,0.39,0.06,0.04,14.39,0.14,1.26,0.2,0.18,0.18,7.78,6.63,0.37,4.7,-0.76,-0.98,-1.4,1.02,-0.81,1.22,-0.62,-0.83,-0.52,0.39,0.87,-0.26,-0.71,-0.75,-0.32,-0.365,0.022
Daniel Garlock,12,162,166,18,13,5,4,8,205,92.76,2424,1658,766,44.58,15,14,1,0,0,6,54.55,33,105,57,180,radicals,2023,7.83,3.01,10.84,1.23,2.47,0.05,10.0,5.0,15.0,9.04,8.43,11.82,176.0,0.51,0.11,0.05,14.47,0.23,1.23,0.25,0.23,0.23,9.84,4.65,0.54,6.58,-0.52,-0.57,-1.22,1.04,-0.29,1.14,-0.4,-0.63,-0.24,-0.38,1.48,-0.64,-0.65,-0.48,-0.13,-0.131,0.022
Kai DeLorenzo,11,255,222,21,16,5,13,6,152,84.92,2355,1312,1043,52.25,20,26,0,2,0,10,55.56,85,105,150,297,radicals,2023,7.21,2.25,9.46,0.68,5.1,0.02,6.0,5.0,11.0,9.01,11.71,15.49,176.0,0.4,0.12,0.03,10.59,0.2,0.69,0.2,0.18,0.22,5.89,4.73,0.42,5.47,-0.74,-0.49,-1.57,0.05,-0.46,-0.19,-0.62,-0.83,-0.29,-0.35,0.31,0.28,-0.11,-0.64,-1.08,-1.403,0.022
Noah Nicol,4,46,27,3,1,2,3,6,5,100.0,143,27,116,51.85,0,0,0,0,0,0,--,0,3,43,54,radicals,2023,3.7,7.41,11.11,0.19,6.52,0.13,1.0,4.0,5.0,0.0,0.0,28.6,176.0,2.28,0.56,0.19,6.03,0.78,0.31,0.97,1.16,0.78,1.62,4.56,3.39,31.22,3.01,3.14,1.25,-1.12,2.87,-1.13,2.89,3.08,2.87,-0.41,-0.94,0.23,1.83,3.03,-0.32,-0.177,0.022
Dylan DeClerck,13,260,208,35,8,27,18,51,56,93.33,1834,265,1569,54.81,3,2,0,0,1,1,50.00,0,47,213,308,windchill,2023,3.85,12.98,16.83,0.27,6.92,0.2,1.0,8.0,9.0,1.44,0.96,32.75,202.0,0.49,0.15,0.24,8.85,0.13,0.29,0.18,0.29,0.13,1.36,7.51,0.53,5.88,-0.56,-0.24,2.13,-0.4,-0.86,-1.18,-0.72,-0.39,-0.8,0.73,-1.02,0.59,2.45,-0.58,0.22,0.272,0.046
Bryan Vohnoutka,14,279,299,56,24,32,6,46,229,94.63,4228,1217,3011,53.85,27,12,0,4,1,5,55.56,1,191,88,319,windchill,2023,8.03,10.7,18.73,0.77,2.15,0.16,4.0,10.0,14.0,9.03,4.01,18.46,202.0,0.41,0.07,0.15,14.07,0.17,0.77,0.18,0.22,0.12,4.09,10.0,0.32,4.16,-0.72,-0.9,0.54,0.94,-0.63,0.01,-0.72,-0.67,-0.86,1.7,-0.22,0.47,0.33,-0.83,0.64,0.804,0.046
Quinn Snider,8,144,171,36,9,27,3,36,87,96.67,2065,376,1689,49.12,8,3,0,0,0,1,50.00,0,125,19,163,windchill,2023,5.26,15.79,21.05,0.51,2.08,0.25,2.0,10.0,12.0,4.68,1.75,23.74,202.0,0.6,0.1,0.2,12.02,0.19,0.52,0.22,0.35,0.16,2.28,9.77,0.59,6.3,-0.34,-0.65,1.42,0.42,-0.52,-0.61,-0.53,-0.15,-0.63,1.61,-0.75,-0.09,1.11,-0.52,0.65,0.584,0.046
Bret Bergmeier,13,220,159,31,15,16,10,32,122,92.42,2058,926,1132,55.97,16,9,1,0,1,7,63.64,3,39,181,254,windchill,2023,9.43,10.06,19.5,0.77,4.55,0.15,6.0,7.0,13.0,10.06,5.66,16.87,202.0,0.62,0.15,0.2,12.85,0.25,0.77,0.27,0.31,0.21,5.8,7.09,0.59,7.31,-0.3,-0.24,1.42,0.63,-0.18,0.01,-0.3,-0.31,-0.35,0.57,0.29,0.73,0.1,-0.38,0.38,0.426,0.046
Paul Krenik,6,127,104,17,4,13,11,27,39,97.5,744,163,581,55.77,3,1,0,0,0,0,--,0,31,96,146,windchill,2023,3.85,12.5,16.35,0.38,8.66,0.21,2.0,6.0,7.0,2.88,0.96,19.08,202.0,0.8,0.24,0.25,7.28,0.26,0.4,0.31,0.44,0.24,1.72,5.61,0.91,10.01,0.06,0.5,2.3,-0.8,-0.12,-0.91,-0.12,0.21,-0.18,-0.0,-0.91,0.7,0.42,0.01,0.28,0.238,0.046
Tanner Barcus,14,236,177,15,3,12,16,27,92,97.87,1283,507,776,55.93,12,1,0,3,0,1,50.00,0,42,194,276,windchill,2023,1.69,6.78,8.47,0.52,6.78,0.11,3.0,4.0,7.0,6.78,0.56,13.95,202.0,0.47,0.17,0.15,7.32,0.2,0.53,0.18,0.26,0.14,2.92,4.43,0.52,6.71,-0.6,-0.07,0.54,-0.79,-0.46,-0.59,-0.72,-0.51,-0.75,-0.46,-0.56,0.72,-0.34,-0.46,0.42,0.491,0.046
Tristan Van de Moortele,13,261,257,34,18,16,6,26,401,96.63,2806,1575,1231,48.64,20,14,2,0,0,3,60.00,17,145,116,314,windchill,2023,7.0,6.23,13.23,1.56,2.3,0.1,6.0,5.0,11.0,7.78,5.45,7.0,202.0,0.4,0.08,0.1,10.9,0.17,1.55,0.18,0.19,0.15,6.11,4.81,0.33,4.81,-0.74,-0.82,-0.34,0.13,-0.63,1.93,-0.72,-0.79,-0.69,-0.31,0.38,-0.15,-1.37,-0.73,0.28,0.349,0.046
Jordan Taylor,13,207,260,35,14,21,4,24,156,91.23,2865,1156,1709,47.31,12,15,0,0,0,3,50.00,1,188,19,245,windchill,2023,5.38,8.08,13.46,0.6,1.93,0.12,4.0,7.0,11.0,4.62,5.77,18.37,202.0,0.4,0.07,0.09,11.0,0.14,0.61,0.17,0.21,0.15,4.46,6.56,0.37,4.49,-0.74,-0.9,-0.51,0.15,-0.81,-0.39,-0.76,-0.71,-0.69,0.37,-0.11,-0.31,0.32,-0.78,-0.21,-0.231,0.046
William Brandt,8,153,189,34,28,6,4,23,305,95.02,2602,1921,681,50.26,12,14,0,1,0,7,58.33,0,150,3,171,windchill,2023,14.81,3.17,17.99,1.61,2.61,0.15,10.0,4.0,14.0,6.35,7.41,8.53,202.0,0.54,0.1,0.12,13.67,0.19,1.6,0.3,0.21,0.2,10.03,3.66,0.46,5.75,-0.46,-0.65,0.01,0.84,-0.52,2.06,-0.17,-0.71,-0.41,-0.76,1.53,0.04,-1.14,-0.6,0.36,0.331,0.046
Colin Berry,13,210,257,39,18,21,4,22,150,88.76,3124,1111,2013,49.03,8,17,0,4,0,7,58.33,0,186,24,223,windchill,2023,7.0,8.17,15.18,0.58,1.9,0.1,4.0,8.0,12.0,3.11,6.61,20.83,202.0,0.42,0.07,0.08,12.11,0.13,0.59,0.18,0.21,0.16,4.34,7.8,0.38,4.46,-0.7,-0.9,-0.69,0.44,-0.86,-0.44,-0.72,-0.71,-0.63,0.85,-0.14,-0.1,0.68,-0.78,-0.41,-0.431,0.046
Brandon Matis,13,180,115,11,6,5,7,14,31,88.57,848,148,700,52.17,2,4,0,0,0,1,25.00,2,7,173,208,windchill,2023,5.22,4.35,9.57,0.27,3.89,0.08,1.0,6.0,7.0,1.74,3.48,27.35,202.0,0.68,0.18,0.12,7.48,0.22,0.3,0.3,0.33,0.24,1.44,6.08,0.89,9.61,-0.18,0.01,0.01,-0.75,-0.35,-1.15,-0.17,-0.23,-0.18,0.18,-1.0,0.27,1.65,-0.05,-0.63,-0.639,0.046
James Kittlesen,12,165,113,5,1,4,10,14,19,100.0,390,64,326,46.02,3,0,0,1,0,0,--,0,11,154,178,windchill,2023,0.88,3.54,4.42,0.17,6.06,0.08,1.0,3.0,3.0,2.65,0.0,20.53,202.0,0.64,0.21,0.12,3.73,0.24,0.2,0.26,0.33,0.21,0.75,3.02,0.85,9.52,-0.26,0.26,0.01,-1.71,-0.23,-1.4,-0.35,-0.23,-0.35,-1.01,-1.2,-0.47,0.64,-0.06,-0.25,-0.235,0.046
Marty Adams,12,184,205,16,5,11,6,13,117,90.7,1723,615,1108,48.78,13,9,0,0,0,1,16.67,0,114,70,234,windchill,2023,2.44,5.37,7.8,0.57,3.26,0.07,3.0,5.0,8.0,6.34,4.39,14.73,202.0,0.41,0.1,0.06,8.44,0.18,0.58,0.17,0.22,0.16,3.05,5.42,0.45,5.61,-0.72,-0.65,-1.04,-0.5,-0.58,-0.46,-0.76,-0.67,-0.63,-0.08,-0.52,-0.13,-0.22,-0.62,-0.27,-0.291,0.046
Marco Dregni,9,144,176,20,4,16,3,13,110,92.44,1490,342,1148,51.7,12,9,0,1,0,1,50.00,0,123,21,159,windchill,2023,2.27,9.09,11.36,0.62,2.08,0.09,2.0,7.0,8.0,6.82,5.11,13.55,202.0,0.5,0.1,0.07,8.51,0.2,0.64,0.19,0.28,0.19,2.03,6.51,0.52,6.1,-0.54,-0.65,-0.87,-0.48,-0.46,-0.31,-0.67,-0.43,-0.46,0.35,-0.82,0.22,-0.4,-0.55,-0.35,-0.311,0.046
