Player,G,PP,POS,SCR,AST,GLS,BLK,+/-,Cmp,Cmp%,Y,TY,RY,OEFF,HA,T,S,D,C,Hck,Hck%,Pul,OPP,DPP,MP,Team,Year,AST/POS %,GLS/POS %,SCR/POS %,CMP/POS,BLK/PP %,PM/PP,TY/POS,RY/POS,Y/POS,HA/POS %,T/POS %,Y/CMP,team_avg_min,SCR_adj,BLK_adj,+/-_adj,Y_adj,HA_adj,Cmp_adj,AST_adj,GLS_adj,T_adj,TY_adj,RY_adj,Y/CMP_adj,SCR_Z,BLK_Z,PM_Z,Y_Z,HA_Z,CMP_Z,AST_Z,GLS_Z,T_Z,RY_Z,TY_Z,OEFF_Z,YperCMP_Z,Offensive_Value,Score
Allan Laviolette,11,229,284,89,67,22,6,77,393,94.93,5660,3954,1706,58.1,15,16,0,2,0,32,86.49,0,228,1,261,flyers,2025,23.59,7.75,31.34,1.38,2.62,0.34,14.0,6.0,20.0,5.28,5.63,14.4,175.0,0.55,0.07,0.27,19.78,0.16,1.38,0.34,0.2,0.12,13.77,6.01,0.34,-0.43,-0.86,2.41,2.24,-0.76,1.56,-0.01,-0.71,-0.72,0.11,2.55,0.84,-0.24,1.89,2.308
Austin Taylor,14,301,352,72,58,14,2,54,619,96.42,7753,5381,2372,63.35,31,18,0,2,0,33,78.57,0,297,4,340,hustle,2025,16.48,3.98,20.45,1.76,0.66,0.18,15.0,7.0,22.0,8.81,5.11,12.53,210.0,0.4,0.05,0.15,21.87,0.17,1.75,0.25,0.14,0.11,15.14,6.73,0.27,-0.71,-1.01,0.47,2.75,-0.71,2.51,-0.4,-0.92,-0.78,0.4,2.95,1.39,-0.44,1.64,2.087
Daan De Marrée,10,215,251,78,33,45,19,83,273,95.79,5168,1933,3235,59.36,29,11,0,3,0,5,55.56,4,157,58,233,union,2025,13.15,17.93,31.08,1.09,8.84,0.39,8.0,13.0,21.0,11.55,4.38,18.93,166.0,0.58,0.13,0.32,20.4,0.23,1.09,0.25,0.31,0.12,7.65,12.75,0.41,-0.37,-0.4,3.22,2.39,-0.45,0.82,-0.4,-0.31,-0.72,2.76,0.8,0.97,0.24,1.76,2.085
John Randolph,13,308,300,70,40,30,6,66,395,96.81,5139,2827,2312,59.0,30,10,0,0,0,11,73.33,0,218,90,339,empire,2025,13.33,10.0,23.33,1.32,1.95,0.21,9.0,8.0,17.0,10.0,3.33,13.01,213.0,0.46,0.07,0.22,17.03,0.2,1.31,0.23,0.21,0.1,9.35,7.68,0.32,-0.59,-0.86,1.6,1.57,-0.58,1.39,-0.48,-0.67,-0.85,0.77,1.28,0.93,-0.39,1.47,1.855
Pawel Janas,10,156,132,32,29,3,1,28,228,95.4,1887,1550,337,61.36,13,5,0,0,0,4,44.44,71,33,123,182,union,2025,21.97,2.27,24.24,1.73,0.64,0.18,12.0,3.0,14.0,9.85,3.79,8.28,166.0,0.74,0.12,0.2,14.18,0.31,1.7,0.43,0.28,0.18,11.5,2.68,0.68,-0.08,-0.48,1.28,0.87,-0.11,2.38,0.38,-0.42,-0.33,-1.2,1.9,1.18,-0.9,1.5,1.571
Scott Heyman,10,207,247,62,39,23,6,49,304,93.25,5644,3113,2531,54.25,27,18,1,1,0,22,81.48,0,198,9,234,phoenix,2025,15.79,9.31,25.1,1.23,2.9,0.24,13.0,10.0,23.0,10.93,7.29,18.57,179.0,0.52,0.08,0.19,22.62,0.23,1.23,0.27,0.23,0.15,12.45,10.16,0.41,-0.48,-0.78,1.11,2.93,-0.45,1.18,-0.31,-0.6,-0.52,1.74,2.17,0.43,0.2,1.37,1.566
Benjamin Sadok,13,226,283,44,30,14,4,35,455,97.01,5349,4216,1133,58.66,21,13,0,0,0,15,78.95,0,226,0,281,glory,2025,10.6,4.95,15.55,1.61,1.77,0.15,15.0,4.0,19.0,7.42,4.59,11.76,209.0,0.4,0.07,0.12,18.76,0.18,1.6,0.21,0.17,0.11,14.73,4.04,0.34,-0.71,-0.86,-0.02,1.99,-0.67,2.13,-0.57,-0.81,-0.78,-0.66,2.83,0.9,-0.52,1.35,1.565
Tobe Decraene,14,267,323,91,50,41,4,72,406,94.42,6502,2230,4272,56.04,25,20,0,3,0,7,63.64,1,248,19,327,glory,2025,15.48,12.69,28.17,1.26,1.5,0.27,7.0,13.0,20.0,7.74,6.19,16.01,209.0,0.49,0.06,0.22,19.99,0.17,1.25,0.24,0.23,0.12,6.88,13.12,0.31,-0.54,-0.93,1.6,2.29,-0.71,1.23,-0.44,-0.6,-0.72,2.91,0.58,0.62,-0.07,1.21,1.514
Walker Frankenberg,12,247,295,84,43,41,4,66,349,94.07,6884,2916,3968,64.07,31,21,0,1,0,7,87.50,0,245,2,248,spiders,2025,14.58,13.9,28.47,1.18,1.62,0.27,10.0,13.0,23.0,10.51,7.12,19.72,204.0,0.51,0.06,0.22,23.13,0.2,1.18,0.24,0.25,0.14,9.8,13.33,0.35,-0.5,-0.93,1.6,3.06,-0.58,1.05,-0.44,-0.52,-0.59,2.99,1.41,1.47,0.33,1.32,1.455
Tannor Johnson-Go,11,192,130,37,25,12,14,43,211,96.35,2357,1113,1244,56.92,11,7,0,1,0,2,40.00,119,28,164,241,glory,2025,19.23,9.23,28.46,1.62,7.29,0.22,9.0,10.0,18.0,8.46,5.38,11.17,209.0,0.79,0.21,0.32,17.87,0.3,1.6,0.41,0.35,0.2,8.43,9.44,0.71,0.01,0.2,3.22,1.77,-0.15,2.13,0.29,-0.16,-0.2,1.46,1.02,0.71,-0.59,1.34,1.439
Andrew Roy,13,256,310,44,25,19,3,32,641,97.71,5563,4402,1161,53.87,30,14,0,1,0,7,70.00,0,253,3,317,breeze,2025,8.06,6.13,14.19,2.07,1.17,0.12,14.0,4.0,18.0,9.68,4.52,8.68,202.0,0.36,0.06,0.1,17.83,0.19,2.05,0.17,0.17,0.11,14.05,3.78,0.3,-0.78,-0.93,-0.34,1.76,-0.63,3.28,-0.74,-0.81,-0.78,-0.76,2.63,0.39,-0.85,1.11,1.391
Sean Mott,12,257,309,62,46,16,3,38,525,94.09,6486,4293,2193,52.1,33,23,0,4,0,19,55.88,4,250,7,289,phoenix,2025,14.89,5.18,20.06,1.7,1.17,0.15,14.0,7.0,21.0,10.68,7.44,12.35,179.0,0.42,0.06,0.12,20.83,0.2,1.69,0.24,0.16,0.14,13.75,7.08,0.31,-0.67,-0.93,-0.02,2.5,-0.58,2.36,-0.44,-0.85,-0.59,0.53,2.55,0.2,-0.46,1.06,1.347
Sam Grossberg,9,194,223,41,21,20,2,30,422,96.13,4392,3027,1365,56.05,21,12,0,1,0,7,53.85,0,185,9,219,phoenix,2025,9.42,8.97,18.39,1.89,1.03,0.15,14.0,6.0,20.0,9.42,5.38,10.41,179.0,0.49,0.07,0.13,19.5,0.22,1.87,0.22,0.24,0.14,13.39,6.12,0.42,-0.54,-0.86,0.14,2.17,-0.5,2.82,-0.53,-0.56,-0.59,0.16,2.44,0.62,-0.67,1.21,1.338
Jordan Kerr,14,276,332,70,50,20,5,60,285,94.68,4849,2674,2175,61.45,23,12,0,3,0,15,75.00,0,271,5,274,shred,2025,15.06,6.02,21.08,0.86,1.81,0.22,8.0,7.0,15.0,6.93,3.61,17.01,214.0,0.42,0.06,0.18,14.55,0.16,0.86,0.24,0.16,0.09,8.01,6.54,0.3,-0.67,-0.93,0.95,0.96,-0.76,0.23,-0.44,-0.85,-0.91,0.32,0.9,1.19,0.04,1.15,1.301
Jonathan Lyle,11,229,278,67,42,25,2,47,293,93.31,5265,2336,2929,49.28,28,18,0,4,0,21,75.00,0,225,4,256,aviators,2025,15.11,8.99,24.1,1.05,0.87,0.21,8.0,11.0,19.0,10.07,6.47,17.97,175.0,0.48,0.06,0.17,18.8,0.2,1.05,0.25,0.21,0.13,8.34,10.46,0.36,-0.56,-0.93,0.79,2.0,-0.58,0.72,-0.4,-0.67,-0.65,1.86,0.99,-0.09,0.14,1.04,1.258
Adam Miller,13,284,324,68,43,25,1,52,469,96.3,5215,3253,1962,62.04,27,16,0,1,0,14,73.68,5,257,27,320,hustle,2025,13.27,7.72,20.99,1.45,0.35,0.18,10.0,6.0,16.0,8.33,4.94,11.12,210.0,0.42,0.05,0.16,16.02,0.17,1.44,0.22,0.18,0.11,9.96,6.05,0.29,-0.67,-1.01,0.63,1.32,-0.71,1.72,-0.53,-0.78,-0.78,0.13,1.46,1.25,-0.59,1.0,1.234
Cole Jurek,9,162,187,39,11,28,1,32,234,97.1,3723,841,2882,60.43,23,6,0,2,0,2,28.57,0,154,8,193,breeze,2025,5.88,14.97,20.86,1.25,0.62,0.2,4.0,15.0,20.0,12.3,3.21,15.91,202.0,0.57,0.08,0.17,19.68,0.28,1.24,0.21,0.33,0.14,4.51,15.17,0.53,-0.39,-0.78,0.79,2.22,-0.24,1.21,-0.57,-0.24,-0.59,3.71,-0.1,1.08,-0.08,1.2,1.173
Chad Yorgason,13,312,342,74,44,30,4,53,277,92.33,6600,3054,3546,60.23,32,22,0,3,0,26,81.25,0,260,52,319,shred,2025,12.87,8.77,21.64,0.81,1.28,0.17,9.0,10.0,19.0,9.36,6.43,23.83,214.0,0.41,0.05,0.15,19.18,0.18,0.81,0.21,0.19,0.12,8.87,10.31,0.31,-0.69,-1.01,0.47,2.09,-0.67,0.11,-0.57,-0.74,-0.72,1.8,1.15,1.06,0.77,0.95,1.16
Solomon Rueschemeyer-Bailey,12,267,322,27,15,12,1,12,546,97.15,5710,4373,1337,57.45,33,12,0,4,0,0,0.00,0,267,0,301,empire,2025,4.66,3.73,8.39,1.7,0.37,0.04,14.0,4.0,18.0,10.25,3.73,10.46,213.0,0.3,0.05,0.04,17.63,0.19,1.69,0.14,0.14,0.1,13.45,4.18,0.29,-0.89,-1.01,-1.32,1.72,-0.63,2.36,-0.87,-0.92,-0.85,-0.61,2.46,0.77,-0.66,0.97,1.153
Tom Blasman,12,279,297,59,48,11,4,35,452,93.58,6110,4346,1764,53.2,27,25,1,3,0,24,61.54,6,232,47,280,rush,2025,16.16,3.7,19.87,1.52,1.43,0.13,15.0,6.0,21.0,9.09,8.42,13.52,174.0,0.43,0.06,0.12,20.41,0.19,1.51,0.26,0.15,0.15,14.47,5.94,0.33,-0.65,-0.93,-0.02,2.39,-0.63,1.9,-0.35,-0.89,-0.52,0.08,2.75,0.32,-0.34,0.89,1.129
McKay Yorgason,14,309,359,51,44,7,5,32,617,95.81,6320,4742,1578,61.56,54,22,1,2,0,8,80.00,0,279,30,313,shred,2025,12.26,1.95,14.21,1.72,1.62,0.1,13.0,4.0,18.0,15.04,6.13,10.24,214.0,0.33,0.05,0.09,17.51,0.23,1.71,0.2,0.12,0.12,13.1,4.42,0.26,-0.83,-1.01,-0.51,1.69,-0.45,2.41,-0.61,-0.99,-0.72,-0.51,2.36,1.2,-0.69,0.93,1.125
Jacob Fairfax,10,213,239,52,16,36,5,47,168,96.0,3919,816,3103,60.67,15,7,0,3,0,12,85.71,0,195,18,216,flyers,2025,6.69,15.06,21.76,0.7,2.35,0.22,3.0,13.0,16.0,6.28,2.93,23.33,175.0,0.5,0.08,0.19,16.29,0.18,0.71,0.19,0.29,0.11,3.45,12.84,0.44,-0.52,-0.78,1.11,1.39,-0.67,-0.15,-0.65,-0.38,-0.78,2.8,-0.41,1.11,0.71,0.95,1.055
Jeremy Langdon,9,146,149,35,16,19,2,31,108,96.43,2121,816,1305,63.76,15,3,0,3,0,2,66.67,4,115,31,151,hustle,2025,10.74,12.75,23.49,0.72,1.37,0.21,5.0,9.0,14.0,10.07,2.01,19.64,210.0,0.68,0.11,0.2,14.13,0.29,0.73,0.3,0.35,0.15,5.46,8.67,0.68,-0.19,-0.56,1.28,0.86,-0.19,-0.1,-0.18,-0.16,-0.52,1.16,0.17,1.43,0.32,1.24,1.051
Rutledge Smith,8,173,201,41,12,29,3,36,323,97.58,2983,1656,1327,61.69,15,6,0,2,0,0,--,0,166,7,196,flyers,2025,5.97,14.43,20.4,1.61,1.73,0.21,8.0,7.0,15.0,7.46,2.99,9.24,175.0,0.54,0.09,0.17,14.75,0.22,1.59,0.2,0.31,0.13,8.16,6.59,0.46,-0.45,-0.71,0.79,1.01,-0.5,2.1,-0.61,-0.31,-0.65,0.34,0.94,1.21,-0.79,0.98,1.037
Hayden Austin-Knab,14,297,343,59,37,22,5,45,431,95.35,5703,3393,2310,62.39,33,18,0,1,1,22,75.86,2,288,9,332,hustle,2025,10.79,6.41,17.2,1.26,1.68,0.15,10.0,7.0,17.0,9.62,5.25,13.23,210.0,0.37,0.06,0.13,16.55,0.18,1.25,0.19,0.16,0.11,9.82,6.72,0.28,-0.76,-0.93,0.14,1.45,-0.67,1.23,-0.65,-0.85,-0.78,0.39,1.42,1.29,-0.37,0.82,1.031
Oscar Graff,5,72,37,7,4,3,1,8,96,100.0,534,324,210,62.16,6,0,0,0,0,1,100.00,0,6,66,104,glory,2025,10.81,8.11,18.92,2.59,1.39,0.11,9.0,6.0,14.0,16.22,0.0,5.56,209.0,1.83,0.38,0.19,14.02,0.86,2.4,0.81,0.9,0.48,8.31,5.71,2.16,1.92,1.49,1.11,0.83,2.28,4.17,2.01,1.82,1.63,-0.01,0.99,1.26,-1.19,1.45,1.023
Eric Sjostrom,7,113,152,25,19,6,2,19,220,96.49,2714,2287,427,52.63,10,7,0,1,0,12,92.31,0,112,1,146,radicals,2025,12.5,3.95,16.45,1.45,1.77,0.17,15.0,3.0,18.0,6.58,4.61,12.34,192.0,0.61,0.11,0.12,17.64,0.25,1.43,0.31,0.26,0.17,14.73,2.91,0.62,-0.32,-0.56,-0.02,1.72,-0.37,1.69,-0.14,-0.49,-0.39,-1.11,2.83,0.26,-0.46,1.17,1.02
Garrett Martin,11,244,293,68,31,37,4,54,204,94.01,4206,1473,2733,57.34,23,12,0,6,0,9,81.82,0,224,20,275,cascades,2025,10.58,12.63,23.21,0.7,1.64,0.22,5.0,9.0,14.0,7.85,4.1,20.62,177.0,0.46,0.06,0.18,14.3,0.18,0.7,0.2,0.24,0.11,5.03,9.27,0.35,-0.59,-0.93,0.95,0.9,-0.67,-0.17,-0.61,-0.56,-0.78,1.39,0.04,0.76,0.42,0.76,0.947
Adam Rees,12,251,284,55,16,39,7,51,222,96.1,4025,1309,2716,62.32,26,8,0,3,0,5,100.00,1,221,30,261,spiders,2025,5.63,13.73,19.37,0.78,2.79,0.2,5.0,10.0,14.0,9.15,2.82,18.13,204.0,0.43,0.08,0.18,14.12,0.19,0.79,0.16,0.26,0.1,4.62,9.5,0.36,-0.65,-0.78,0.95,0.86,-0.63,0.06,-0.78,-0.49,-0.85,1.48,-0.07,1.28,0.16,0.83,0.939
Evan Magsig,14,299,352,68,47,21,6,44,689,95.83,6373,4794,1579,60.8,38,29,1,1,0,22,70.97,7,276,23,306,spiders,2025,13.35,5.97,19.32,1.96,2.01,0.15,14.0,4.0,18.0,10.8,8.24,9.25,204.0,0.39,0.06,0.12,18.01,0.19,1.94,0.22,0.16,0.14,13.5,4.51,0.26,-0.72,-0.93,-0.02,1.81,-0.63,3.0,-0.53,-0.85,-0.59,-0.48,2.48,1.12,-0.79,0.75,0.919
Simon Carapella,11,179,234,36,20,16,7,37,304,97.44,2868,1063,1805,58.97,20,4,0,2,0,6,85.71,0,179,0,232,glory,2025,8.55,6.84,15.38,1.3,3.91,0.21,5.0,8.0,12.0,8.55,1.71,9.43,209.0,0.44,0.09,0.15,12.23,0.21,1.29,0.21,0.21,0.1,4.55,7.68,0.4,-0.63,-0.71,0.47,0.4,-0.54,1.33,-0.57,-0.67,-0.85,0.77,-0.09,0.93,-0.77,0.87,0.917
Mark Henke,12,260,266,59,22,37,12,62,169,96.02,3114,752,2362,56.02,16,7,0,2,1,3,75.00,0,173,87,289,sol,2025,8.27,13.91,22.18,0.64,4.62,0.24,3.0,9.0,12.0,6.02,2.63,18.43,193.0,0.48,0.1,0.23,11.69,0.17,0.64,0.19,0.27,0.1,2.87,8.83,0.38,-0.56,-0.63,1.76,0.27,-0.71,-0.33,-0.65,-0.45,-0.85,1.22,-0.58,0.62,0.19,0.73,0.893
Christophe Tremblay-Joncas,11,243,273,56,44,12,11,41,258,90.85,5181,3004,2177,49.82,22,21,0,5,0,26,81.25,9,209,34,264,royal,2025,16.12,4.4,20.51,0.95,4.53,0.17,11.0,8.0,19.0,8.06,7.69,20.08,172.0,0.45,0.09,0.15,18.83,0.19,0.95,0.27,0.17,0.15,10.9,7.94,0.38,-0.61,-0.71,0.47,2.01,-0.63,0.46,-0.31,-0.81,-0.52,0.87,1.73,-0.04,0.37,0.72,0.892
Trevor Lynch,6,113,90,21,10,11,2,18,90,94.74,1621,708,913,56.67,6,4,0,1,0,4,80.00,14,53,60,122,flyers,2025,11.11,12.22,23.33,1.0,1.77,0.16,8.0,10.0,18.0,6.67,4.44,18.01,175.0,0.96,0.18,0.19,17.64,0.38,1.0,0.42,0.48,0.25,7.72,9.93,1.08,0.32,-0.03,1.11,1.72,0.2,0.59,0.33,0.31,0.13,1.65,0.82,0.69,0.14,1.05,0.877
Tobias Brooks,6,143,167,30,25,5,2,14,307,94.17,3942,3226,716,55.09,26,17,0,1,0,15,65.22,0,136,7,158,apex,2025,14.97,2.99,17.96,1.84,1.4,0.1,19.0,4.0,24.0,15.57,10.18,12.84,194.0,0.58,0.1,0.08,23.24,0.33,1.81,0.32,0.23,0.22,18.9,4.34,0.57,-0.37,-0.63,-0.67,3.08,-0.02,2.66,-0.1,-0.6,-0.07,-0.54,4.03,0.52,-0.41,0.97,0.875
Benjamin Preiss,12,234,255,54,16,38,11,55,138,93.88,3126,651,2475,62.75,13,7,0,3,0,3,75.00,0,160,74,245,union,2025,6.27,14.9,21.18,0.54,4.7,0.24,3.0,10.0,12.0,5.1,2.75,22.65,166.0,0.48,0.1,0.21,12.23,0.17,0.55,0.18,0.28,0.1,2.6,9.63,0.41,-0.56,-0.63,1.44,0.4,-0.71,-0.56,-0.7,-0.42,-0.85,1.53,-0.65,1.33,0.64,0.72,0.875
Joey Wylie,11,251,259,40,23,17,5,33,270,96.09,3777,1664,2113,56.76,19,10,0,2,0,2,50.00,0,171,80,272,sol,2025,8.88,6.56,15.44,1.04,1.99,0.13,6.0,8.0,15.0,7.34,3.86,13.99,193.0,0.42,0.08,0.12,14.52,0.19,1.04,0.2,0.2,0.11,6.4,8.12,0.37,-0.67,-0.78,-0.02,0.96,-0.63,0.69,-0.61,-0.71,-0.78,0.94,0.44,0.69,-0.29,0.73,0.867
Gus Norrbom,10,150,184,20,11,9,0,16,295,98.33,2543,1934,609,56.52,15,4,0,0,0,0,--,0,149,1,195,breeze,2025,5.98,4.89,10.87,1.6,0.0,0.11,11.0,3.0,14.0,8.15,2.17,8.62,202.0,0.48,0.08,0.08,13.75,0.24,1.59,0.22,0.23,0.13,10.37,3.38,0.5,-0.56,-0.78,-0.67,0.77,-0.41,2.1,-0.53,-0.6,-0.65,-0.92,1.58,0.67,-0.86,0.88,0.865
Tyler Monroe,13,224,266,37,25,12,3,29,331,97.64,3258,1497,1761,58.65,28,8,1,3,0,3,75.00,0,223,1,291,breeze,2025,9.4,4.51,13.91,1.24,1.34,0.13,6.0,7.0,12.0,10.53,3.01,9.84,202.0,0.39,0.07,0.11,12.23,0.21,1.24,0.2,0.17,0.1,5.62,6.61,0.35,-0.72,-0.86,-0.18,0.4,-0.54,1.21,-0.61,-0.81,-0.85,0.35,0.21,0.89,-0.73,0.72,0.864
Khalif El-Salaam,12,275,252,58,30,28,2,45,204,92.31,3981,1358,2623,55.56,17,13,0,2,0,7,63.64,20,161,114,311,growlers,2025,11.9,11.11,23.02,0.81,0.73,0.16,5.0,10.0,16.0,6.75,5.16,19.51,223.0,0.5,0.07,0.18,15.7,0.18,0.81,0.23,0.25,0.13,5.38,10.32,0.41,-0.52,-0.86,0.95,1.24,-0.67,0.11,-0.48,-0.52,-0.65,1.81,0.15,0.57,0.3,0.7,0.827
Jacob Miller,13,244,293,32,14,18,0,27,310,98.73,3177,1639,1538,62.12,32,3,0,2,0,4,100.00,0,243,1,245,shred,2025,4.78,6.14,10.92,1.06,0.0,0.11,6.0,5.0,11.0,10.92,1.02,10.25,214.0,0.34,0.05,0.09,10.85,0.21,1.06,0.15,0.18,0.08,5.58,5.26,0.32,-0.82,-1.01,-0.51,0.06,-0.54,0.75,-0.83,-0.78,-0.98,-0.18,0.2,1.26,-0.69,0.76,0.813
James Lewis,11,265,298,54,22,32,9,47,287,94.1,5154,1900,3254,54.03,27,15,0,1,0,4,57.14,1,233,32,270,rush,2025,7.38,10.74,18.12,0.96,3.4,0.18,6.0,11.0,17.0,9.06,5.03,17.96,174.0,0.41,0.08,0.16,17.19,0.19,0.96,0.17,0.22,0.12,6.35,10.84,0.34,-0.69,-0.78,0.63,1.61,-0.63,0.49,-0.74,-0.63,-0.72,2.01,0.42,0.41,0.14,0.65,0.81
Aidan Downey,8,159,152,30,13,17,4,28,165,95.93,2177,689,1488,59.21,16,5,1,1,0,3,60.00,5,105,54,186,breeze,2025,8.55,11.18,19.74,1.09,2.52,0.18,5.0,10.0,14.0,10.53,3.29,13.19,202.0,0.64,0.12,0.18,14.22,0.29,1.08,0.27,0.33,0.16,4.55,9.67,0.63,-0.26,-0.48,0.95,0.88,-0.19,0.8,-0.31,-0.24,-0.46,1.55,-0.09,0.95,-0.37,0.82,0.787
Christian Boxley,7,129,141,32,14,18,0,27,163,97.6,1906,355,1551,58.87,8,4,0,1,0,0,--,0,116,13,159,breeze,2025,9.93,12.77,22.7,1.16,0.0,0.21,3.0,11.0,14.0,5.67,2.84,11.69,202.0,0.7,0.1,0.18,13.43,0.26,1.15,0.3,0.36,0.16,2.6,10.83,0.66,-0.15,-0.63,0.95,0.69,-0.32,0.98,-0.18,-0.13,-0.46,2.01,-0.65,0.92,-0.53,0.87,0.772
Leo Gordon,9,205,241,47,32,15,4,34,337,95.2,4306,2582,1724,64.32,26,16,0,1,0,9,75.00,0,201,4,199,spiders,2025,13.28,6.22,19.5,1.4,1.95,0.17,11.0,7.0,18.0,10.79,6.64,12.78,204.0,0.48,0.08,0.14,17.73,0.23,1.39,0.25,0.2,0.15,10.6,7.13,0.4,-0.56,-0.78,0.3,1.74,-0.45,1.59,-0.4,-0.71,-0.52,0.55,1.64,1.49,-0.42,0.77,0.761
Matt LaBar,13,272,318,62,27,35,5,50,268,94.7,4819,1626,3193,58.18,26,14,0,3,0,10,66.67,0,261,11,316,empire,2025,8.49,11.01,19.5,0.84,1.84,0.18,5.0,10.0,15.0,8.18,4.4,17.98,213.0,0.41,0.06,0.15,15.09,0.17,0.85,0.18,0.22,0.11,5.11,9.98,0.32,-0.69,-0.93,0.47,1.1,-0.71,0.21,-0.7,-0.63,-0.78,1.67,0.07,0.84,0.14,0.62,0.755
Quinn Finer,13,295,358,70,34,36,0,45,320,92.22,5916,2648,3268,53.63,30,22,0,3,0,22,66.67,0,283,12,345,apex,2025,9.5,10.06,19.55,0.89,0.0,0.15,7.0,9.0,17.0,8.38,6.15,18.49,194.0,0.39,0.04,0.12,16.45,0.17,0.9,0.18,0.2,0.12,7.36,9.09,0.29,-0.72,-1.09,-0.02,1.43,-0.71,0.34,-0.7,-0.71,-0.72,1.32,0.71,0.36,0.2,0.56,0.747
Jack Williams,11,230,265,43,31,12,4,27,437,94.38,5018,3270,1748,55.85,28,20,0,0,0,9,50.00,0,216,14,253,empire,2025,11.7,4.53,16.23,1.65,1.74,0.12,12.0,7.0,19.0,10.57,7.55,11.48,213.0,0.42,0.07,0.1,18.79,0.21,1.64,0.23,0.17,0.15,12.2,6.59,0.36,-0.67,-0.86,-0.34,2.0,-0.54,2.23,-0.48,-0.81,-0.52,0.34,2.1,0.6,-0.55,0.68,0.741
Quentin Bonnaud,12,250,302,72,19,53,7,64,187,92.12,4578,933,3645,51.32,14,13,0,2,0,7,58.33,0,241,9,265,royal,2025,6.29,17.55,23.84,0.62,2.8,0.26,3.0,12.0,15.0,4.64,4.3,24.48,172.0,0.46,0.07,0.21,15.09,0.14,0.63,0.16,0.29,0.11,3.12,11.97,0.36,-0.59,-0.86,1.44,1.1,-0.84,-0.35,-0.78,-0.38,-0.78,2.45,-0.5,0.12,0.84,0.59,0.732
Zeppelin Raunig,9,194,237,42,11,31,6,42,102,94.44,3223,563,2660,53.59,9,5,0,1,0,2,100.00,0,189,5,202,cascades,2025,4.64,13.08,17.72,0.43,3.09,0.22,2.0,11.0,14.0,3.8,2.11,31.6,177.0,0.46,0.09,0.17,13.55,0.16,0.44,0.17,0.27,0.1,2.43,11.12,0.48,-0.59,-0.71,0.79,0.72,-0.76,-0.84,-0.74,-0.45,-0.85,2.12,-0.7,0.36,1.6,0.68,0.726
Arvids Karklins,8,200,209,42,25,17,9,35,166,91.21,4100,1592,2508,55.02,16,15,0,1,0,12,57.14,11,167,33,197,rush,2025,11.96,8.13,20.1,0.79,4.5,0.18,8.0,12.0,20.0,7.66,7.18,24.7,174.0,0.52,0.11,0.16,19.42,0.21,0.8,0.26,0.24,0.16,7.56,11.86,0.51,-0.48,-0.56,0.63,2.15,-0.54,0.08,-0.35,-0.56,-0.46,2.41,0.77,0.51,0.86,0.68,0.724
Alec Wilson Holliday,13,163,188,45,7,38,4,43,102,94.44,2581,307,2274,65.96,15,6,0,0,0,2,100.00,0,162,1,185,hustle,2025,3.72,20.21,23.94,0.54,2.45,0.26,2.0,12.0,14.0,7.98,3.19,25.3,210.0,0.6,0.1,0.22,13.66,0.23,0.55,0.19,0.38,0.13,1.72,11.94,0.57,-0.34,-0.63,1.6,0.75,-0.45,-0.56,-0.65,-0.06,-0.65,2.44,-0.91,1.67,0.92,0.77,0.723
Seth Faris,13,245,238,56,17,39,8,57,75,89.29,2627,1111,1516,57.14,8,7,0,0,0,15,75.00,14,153,92,255,apex,2025,7.14,16.39,23.53,0.32,3.27,0.23,5.0,6.0,11.0,3.36,2.94,35.03,194.0,0.52,0.09,0.23,11.04,0.16,0.33,0.19,0.3,0.11,4.67,6.36,0.49,-0.48,-0.71,1.76,0.11,-0.76,-1.12,-0.65,-0.34,-0.78,0.25,-0.06,0.73,1.97,0.63,0.722
Nathanial Dick,14,225,294,25,11,14,1,16,422,98.14,3462,2605,857,55.78,23,8,0,2,0,2,66.67,0,225,0,300,glory,2025,3.74,4.76,8.5,1.44,0.44,0.07,9.0,3.0,12.0,7.82,2.72,8.2,209.0,0.32,0.05,0.05,11.76,0.18,1.43,0.14,0.16,0.09,8.8,2.97,0.31,-0.85,-1.01,-1.16,0.28,-0.67,1.69,-0.87,-0.85,-0.91,-1.08,1.13,0.59,-0.91,0.6,0.719
Jason Vallee,11,216,249,45,35,10,4,34,353,95.41,3168,2020,1148,59.04,27,14,0,1,0,6,100.00,0,184,32,225,spiders,2025,14.06,4.02,18.07,1.42,1.85,0.16,8.0,5.0,13.0,10.84,5.62,8.97,204.0,0.45,0.07,0.13,12.69,0.22,1.41,0.26,0.18,0.13,8.05,4.64,0.37,-0.61,-0.86,0.14,0.51,-0.5,1.64,-0.35,-0.78,-0.65,-0.43,0.91,0.94,-0.82,0.67,0.704
William Brandt,14,235,291,52,39,13,2,28,430,94.51,5391,3255,2136,51.2,24,21,0,5,0,6,85.71,0,231,4,270,windchill,2025,13.4,4.47,17.87,1.48,0.85,0.12,11.0,7.0,19.0,8.25,7.22,12.54,247.0,0.41,0.06,0.09,18.4,0.18,1.47,0.23,0.16,0.14,11.08,7.32,0.33,-0.69,-0.93,-0.51,1.9,-0.67,1.79,-0.48,-0.85,-0.59,0.63,1.78,0.11,-0.44,0.67,0.701
